a,b,y
"He also met Theodoros Kolokotronis , whom he began to admire later .","He also met Theodoros Kolokotronis , whom he later came to admire .",1
Produced by Oscar Hammerstein II the show was choreographed by Reginald Hammerstein ( the brother of Arthur Hammerstein ) and was directed by Danny Dare .,"Produced by Arthur Hammerstein , the show by Reginald Hammerstein ( the brother of Oscar Hammerstein II ) was led and was choreographed by Danny Dare .",0
"Although Fresnel did not know that electromagnetic waves are light , he managed to construct the first coherent light theory in the world .","Although Fresnel did not know that electromagnetic waves are light , he managed to construct the world 's first coherent theory of light .",1
"It is currently being represented by Senator Christy Zito , Republican of Rogerson , Representative Megan Blanksma , Republican of Hammett , representative Bert Brackett and Republican of Hammett .","It is currently represented by Senator Christy Zito , Republican of Rogerson , Representative Megan Blanksma , Republican of Hammett , Representative Bert Brackett and Republican of Hammett .",1
"If he saw two black hats , he could have assumed that he was wearing a white hat .","If he saw two white hats , he could have deduced that he was wearing a black hat .",0
"In order to find the cuts used by this method , problem-specific methods are needed .",Problem-specific methods are used to find the cuts needed by this method .,0
"Carlotta Grisi was the cousin of the famous soprano singers , the sisters Giuditta and Giulia Grisi .","Giulia Grisi was the cousin of the famous soprano singer , the sisters Giuditta and Carlotta Grisi .",0
He has supported John Barrymore in `` Maryland '' ( 1940 ) and Walter Brennan in `` The Great Profile '' ( 1940 ) .,He supported Walter Brennan in `` Maryland '' ( 1940 ) and John Barrymore in `` The Large Profile '' ( 1940 ) .,0
This layer deals only with the physical connectors and sockets and the electrical specification of signals .,This layer deals with the physical plugs and sockets and electrical specification of signals only .,1
For the above information on the declination of full pronouns see `` Pronouns '' in the article on Polish morphology .,"For above information on the declension of the full pronouns , see `` Pronouns '' in the article on Polish morphology .",1
"Nicodemus , now a werewolf , kills Jane , only to be shot by Edgar .","Nicodemus , now a werewolf , kills Jane , only to be shot dead by Edgar .",1
"The former has white marble and black stone shivlingas , while the latter has only white marble ones .","The former has white marble and black stone shivlingas , while the latter has just white marble .",1
Drietoma is a village and municipality in the Trenčín district in the region of Trenčín in north-western Slovakia .,Drietoma is a village and municipality in the region of Trenčín in the district Trenčín in north-western Slovakia .,1
"The childhood of Berkeley was spent in Warwickshire , where he was a student of the translator Philemon Holland of Coventry and Henry Ashwood .","Berkeley 's childhood was spent in Coventry , where he was a pupil of the translator , Philemon Holland of Warwickshire , and of Henry Ashwood .",0
"In April 2008 , Mountain Hardwear opened its first retail location in Seattle , opening a retail store in Portland , Oregon , Washington , December 5 , 2008 .","Mountain Hardwear opened its first retail location in Seattle in April 2008 . A Portland , Oregon , Washington retail store opened on December 5 , 2008 .",1
Hosni Mubarak came to power after the murder of Sadat in a referendum in which he was the only candidate .,Hosni Mubarak came to power after the assassination of Sadat in a referendum in which he was the only candidate .,1
Estimates of correlations between variables are weakened ( diluted ) by measurement error .,Estimates of correlations between variables are diluted by measurement defects ( weakened ) .,1
"Past editors include Raymond Aron , Georges Dumézil , François Jacob , Michel Foucault , Emmanuel Le Roy Ladurie , François Furet and Jacques Le Goff .","Past editors include Raymond Aron , Georges Dumézil , François Jacob , Michel Foucault , Emanuel Le Roy Ladurie , François Furet , and Jacques Le Goff .",1
"Margot A. Thien ( born December 29 , 1971 in San Diego , California ) is an Olympic competitor in the synchronized swimming and American masters .","Margot A. Thien ( born December 29 , 1971 in San Diego , California ) is an American American competitor in the synchronized swimming and Olympic championship .",0
Sagaing Region is the former capital of Sagaing ( formerly Sagaing Division ) .,The Sagaing Region is the former capital of Sagaing ( formerly the Sagaing Division ) .,1
"Teversall Manor is a former station in Teversal , Nottinghamshire , on the border with Derbyshire west of Mansfield .","Teversall Manor is a former station in Mansfield on the Derbyshire border west of Teversal , Nottinghamshire .",0
"Throughout the 2017 season , the Cornell Big Red have won 649 games , 529 games bound and 33 regular season games lost .","The Cornell Big Red have won 649 games during the 2017 season , 529 games lost and 33 regular season games bound .",0
Duff Twysden was played by Stacy Keach in the miniseries '' Hemingway `` in 1988 with Fiona Fullerton .,"In the 1988 miniseries `` Hemingway '' , starring Stacy Keach , Duff Twysden was played by Fiona Fullerton .",0
"The Lord Chancellor , a post in the UK Government , is responsible for relations between the government and the Channel Islands .","Lord Chancellor , a post in the British Government , is responsible for the relations between the government and the Channel Islands .",1
Talagang Tehsil is a subdivision ( tehsil ) of the district of Chakwal in the Pakistani province Punjab .,"Talagang Tehsil , is a subdivision ( tehsil ) of Chakwal District in the Punjab province of Pakistan .",1
"Shelbyville Road is a district of Louisville , Kentucky along Boston ( US 60 ) and Long Run Creek .","Shelbyville Road is a neighborhood of Louisville , Kentucky located along Boston ( US 60 ) and Long Run Creek .",1
"Together with Frederick Murray Trotter and others he helped create new maps and memoirs of the districts of Brampton , Whitehaven , Gosforth and Cockermouth in Cumberland .","Together with Frederick Murray Trotter and others , he helped create new maps and memoirs of Brampton , Whitehaven , Cumberland , Gosforth , and Cockermouth .",0
"Belbin and White were married in June 2014 and became engaged on April 25 , 2015 .","Belbin and White were engaged in June 2014 and married on April 25 , 2015 .",0
He was born in New Westminster and worked on the lower Fraser and Fraser River cyclists before coming to the Upper Yukon River in the early 20th century .,He was born in New Westminster and worked on the lower Fraser and Yukon River sternwheelers before coming to the upper Fraser River in the early 1900s .,0
Saladas Department is a department of Argentina in the province of Corrientes .,Saladas Department is a department of Argentina in Corrientes Province .,1
The tendered speed limit is generally reduced as low as within the two cities .,The reduced speed limit is generally as low as within the two cities .,0
Reneri mainly taught scholastic logic and natural philosophy .,Reneri taught mainly scholastic logic and natural philosophy .,1
"All the rooms were stormed and the meeting tent was destroyed , as were statues and crucifixes in the small church .","All rooms were destroyed and the meeting tent was stormed , as were statues and crucifixes in the small church .",0
"These are the known open protocol specifications , which cover the same or similar space as AMQP :",These are the known same or similar protocol specifications that cover the open space as AMQP :,0
"Damerham was once in Wiltshire , but was transferred in 1895 to Hampshire .","Damerham once was in Hampshire , but was moved to Wiltshire in 1895 .",0
"Cortez played the female lead in `` Erminio Salvi and the Sacred Crown '' , directed by Ali Baba .","The female lead role was played by Cortez in `` Ali Baba and the Sacred Crown '' , directed by Erminio Salvi .",0
"1544 : Earl of Hertford burns the town , including Holyrood Palace and Abbey","1544 : Earl of Holyrood Palace burns the city , including Hertford and Abbey .",0
"In 2004 , Zac Posen invested in the high-end label Sean John .",Zac Posen invested in 2004 in the high-end label Sean John .,1
"The Cooke and Wheatstone Telegraph was an early electric telegraph system dating from the 1830s , invented by the English inventor Charles Wheatstone and the English scientist William Fothergill Cooke .","The Cooke and Wheatstone Telegraph was an early electric telegraph system dating from the 1830s , invented by English inventor William Fothergill Cooke and English scientist Charles Wheatstone .",0
"The Indus cities are noted for their elaborate planning , baked brick houses , urban drainage systems , water supply systems , and clusters of large non-residential buildings .","The Indus cities are renowned for their urban planning , baked brick houses , elaborate drainage systems , water supply systems and collections of large non-residential buildings .",0
"My Brother Is a Dog is a 2004 film directed by Peter Timm and starring Maria Ehrich , Martin Lindow and Christine Newbauer .","My brother is a dog is a film directed by Peter Timm and Christine Newbauer , Martin Lindow and Maria Ehrich from 2004 .",0
"When Ortona was assigned to Lanciano in 1818 , Campli was connected to the Teramo Diocese .","When , in 1818 , Ortona was joined to Lanciano , Campli was assigned to the diocese of Teramo .",0
It travels a distance of 112 km from Vizag to Araku .,It travels for a distance of 112 km from Vizag to Araku .,1
( Formula 26 are normal vectors at the intersection points and their scalar product is Formula 27 ),( Formula 26 are normal vectors at the intersection points ; their product is scalar in Formula 27 . ),0
"Notoacmea parviconoidea is a species of the sea snail , a true limpet , a marine gastropod mollusk in the Lottiidae family , one of the families of the true limpets .","Notoacmea parviconoidea is a species of sea snail , a true limpet , a true gastropod mollusk in the family Lottiidae , one of the families of marine limpets .",0
SV Lurup is a German association football club from the city of Hamburg in the federal state of the same name .,The SV Lurup is a federal association football club from the city of Hamburg in the same named German state .,0
"Elena Timina ( born 8 May 1969 ) is a Russian-born Dutch professional table tennis player . She was born in Moscow , Soviet Union .","Elena Timina ( born May 8 , 1969 ) is a Russian - Dutch professional table tennis player , born in Moscow , Soviet Union .",1
"Ferguson remained in Monrovia until his death , in Liberia in 1916 .","Ferguson remained in Monrovia until his death in 1968 , in 1916 in Liberia .",1
"Lars Elinderson , born 1949 , is a moderate politician of the Swedish party .","Born in 1949 , Lars Elinderson is a Swedish politician from the Moderate Party .",0
"Assuming that the structural relationships are causal , this background knowledge can be expressed in the following linear equation model ( SEM ) specification .","Assuming that the causal relationships are linear , this background knowledge can be expressed in the following SEM specification ( Structural Equalization Model ) .",0
It is located 2 km west of Agios Stefanos and 20 km northeast of Athens city center .,It is 2 km west of Agios Stefanos and 20 km northeast of Athens city centre .,1
"To find AIC in practice , we start with a set of candidate models , and then apply the models ' corresponding AIC values .","To find AIC in practice , we begin with a set of candidate models and then apply the corresponding AIC values of the models .",1
"Varwade is a village in Talasari district of Maharashtra , India It is located in the Palghar Taluka .","Varwade is a village in the Palghar district of Maharashtra , India . It is located in the Talasari taluka .",0
"Parsons was born in Bristol and trained at Trent College , Derbyshire .","Parsons was born in Bristol , and educated at Trent College , Derbyshire .",1
It was published in the United States on 31 August 2004 and in the United Kingdom on 17 October 2005 .,"It was published in the United Kingdom on August 31 , 2004 and in the United States on October 17 , 2005 .",0
Ricky decides to fight for Nate and confirms his love for her .,Ricky decides to fight for Nate and confirms his love for them .,1
"In 1958 he spoke throughout East Asia and in Ghana , and in 1961 in Northern and Western Europe .",In 1958 he spoke throughout East Asia and Western Europe and in 1961 in Northern Ghana .,0
The episode was written by Bill Wrubel and was directed by Lev L. Spiro .,The episode was written by Lev L. Spiro and directed by Bill Wrubel .,0
"This was also the first series since the fifth , including a railway consultant in the role as part of the production team with Sam Wilkinson .","This also marked the fifth series since the first to include a railway consultant as part of the production team , with Sam Wilkinson in the role .",0
Houseman called the decision to use modern dress `` an essential element in Orson 's conception of the play as a political melodrama with clear contemporary parallels . '',The decision to use modern clothing was called Houseman as an essential element in Orson 's conception of the play as a political melodrama with clear contemporary parallels .,1
"Kiss Country plays a mix of current and older country music , with more emphasis on modern artists .","Kiss Country plays a mixture of modern and older country music , with the emphasis on current artists more .",0
"She is open about her disapproval of Rob 's father , Rob and often mentions how bad a father he was to Billy .","She is open about her disapproval of Rob 's father , Billy , and often mentions how bad a father he was for rob .",0
"Within the UGent network , a series of electronic resources are available as part of a `` digital library '' .","Within the UGent network , a range of digital resources are available as part of an `` electronic library '' .",0
was played by Pruitt Taylor Vince in the film `` JFK '' in 1991 .,Pruitt Taylor Vince was played by Bowers in the 1991 film `` JFK '' .,0
Char Hesamaddi is a village in Barisal Division in the Barisal District of southern-central Bangladesh .,Char Hesamaddi is a village in the Barisal District of Barisal Division in Southern Central Bangladesh .,1
"Eddy Heurlié ( born 27 December 1977 in Martinique ) is a Martiniquais footballer , who currently plays for lower league outfit CS Bélimois in Le Lamentin .","Eddy Heurlié ( born December 27 , 1977 in Martinique ) is a Martiniquais footballer who currently plays in the lower league CS Bélimois in Le Lamentin .",1
The Xinjiang Uyghur Autonomous Region is a river on the Yarkand River in Western China .,The Yarkand River is a river in the autonomous region of Xinjiang Uyghur in West China .,0
In 1848 the Catholic parish of Kilmihil ( Kilmacduane ) was once again separated from Cooraclare .,In 1848 the Catholic parish of Kilmacduane was separated from Cooraclare again .,1
"He wears a red and blue baseball cap , and a green and yellow t-shirt .",He wears a green and yellow baseball cap and a red - blue T-shirt .,0
"Pike , Wyoming County , New York is the name of two villages in New York :","Pike , New York is the name of two locations in the Wyoming County , New York :",0
"Biancaneve is an Italian erotic comic book , created by Renzo Barbieri and Rubino Ventura ( pseudonym by Giuseppe Pederiali ) in 1972 and illustrated by Leone Frollo .","Biancaneve is an Italian erotic comic book , created in 1972 by Leone Frollo and Rubino Ventura ( pseudonym Giuseppe Pederiali ) and illustrated by Renzo Barbieri .",0
"On 28 April 2011 , the dispute between DSP Entertainment and the 3 members of Kara was officially resolved as announced .","On April 28 , 2011 , the dispute between DSP Entertainment and Kara 's 3 members was officially resolved as announced .",1
"Carl Gould ( Dylan Hoerner 2009 -- 2010 , Dwayne Hill 2010 -- present ) is a cream rabbit with brown hair and blue glasses .","( Dylan Hoerner 2009 -- 2010 , Dwayne Hill 2010 -- Present ) is a cream rabbit with brown hairs and blue glasses .",1
"Perry Island is an island in Prince William Sound , Alaska , within the Chugach National Forest , located immediately east of Culross Island .","Perry Island is an island in the Prince William Sound , Alaska , within the Chugach National Forest , right east of Culross Island .",0
"William Middleton ( or William Middleton , died on 31 August or 1 September 1288 ) was a medieval bishop of Norwich .","William Middleton ( or William de Middleton ; died on August 31 or September 1 , 1288 ) was a medieval bishop of Norwich .",1
His role in `` The Mechanic '' was worked positively by critics in both the United States and the United Kingdom .,His role in `` The Mechanic '' was positively revived by the critics both in the United States and the United Kingdom .,1
"In Bazou , you will be pleasantly surprised to appreciate the place of choice that occupies the immaterial heritage , and you will see .","In Bazou you will be pleasantly surprised to appreciate the place of choice that occupies the intangible heritage , you will see",1
The river Deju is a left tributary of the Putna River in Romania .,The Deju River is a left tributary of the Putna River in Romania .,1
"The album was released on Sony Japan , PIAS in the Europe , Flying Nun in New Zealand , Infectious Records in the UK and Festival Records in Australia .","The album was released on Sony Japan , PIAS in the UK , Flying Nun in Europe , Infectious Records in New Zealand and Festival Records in Australia .",0
Merzbach worked in Sweden during the late twenties before returning to Germany .,"During the late 1920s , Merzbach worked in Sweden before returning to Germany .",1
"When Philpot came to the throne , Mary attracted soon attention .",When Mary came to the throne Philpot soon attracted attention .,0
One can easily verify that `` A '' is a linear involution if and only if `` A '' has the form .,One can easily verify that `` A '' represents a linear involution if and only if `` A '' has the form,1
"Louis Philippe visited the individual exhibits on Mondays , as Napoleon had done .","On Monday , as Louis Philippe had done , Napoleon visited the individual exhibits .",0
"Hadady , born in Békésszentandrás ( Hungary ) , studied music at the Franz - Liszt - Academy of Music in Budapest .","Hadady , born in Hungary ( Békésszentandrás ) , studied music at the Franz - Liszt - Academy of Music in Budapest .",1
"Guido Reni , also known as Marchino di Marco Bandinelli , was an Italian painter of the Baroque period .","Guido Reni , also known as the Marchino di Marco Bandinelli , was an Italian baroque painter .",1
"In addition to livestreaming - gameplay - films , several members of the crew also produce videos in `` Let 's Play '' style .","In addition to livestreaming gameplay footage , several members of the crew also produce `` Let 's Play '' style videos .",1
"Also present were Gargan 's cousin Joseph Gargan and Paul F. Markham , a school friend of Kennedy who had previously served as the U.S. Attorney for Massachusetts .","Gargan 's cousin , Joseph Gargan , and Paul F. Markham , a school friend of Kennedy , who had previously served as US lawyer for Massachusetts , were also present .",1
"Nikolaus Moser and Cedrik-Marcel Stebe won against Henri Continen and Christopher Rungkat in the final 7 -- 6 , 3 -- 6 , 10 - 8 .","Nikolaus Moser and Cedrik-Marcel Stebe won in the final 7 -- 6 , 3 -- 6 , 10 -- 8 , against Henri Kontinen and Christopher Rungkat .",1
"Born in 1794 in Alpheton , Suffolk , Thomas Clark joined William Debenham in a partnership to lead a draper 's store at Wigmore Street 44 in London .","William Debenham , born in Alpheton , Suffolk in 1794 , joined Thomas Clark in a partnership to lead a draper 's store at Wigmore Street 44 in London .",0
It surrounds the modern city of Lakhish and the old city of Kiryat Gat .,It surrounds the ancient city of Lakhish and the modern city of Kiryat Gat .,0
It was elected in 1977 and re-elected in April 1978 to the newly created Court of Appeals District 1 .,In 1977 he was re-elected and elected in April 1978 to the newly created Court of Appeals District 1 .,0
Leonardo and Pisanello were among the first Italian artists to add allegorical symbols to their secular portraits .,Leonardo and Pisanello were among the first Italian artists to add secular symbols to their allegorical images .,0
"Layla was born in London , the daughter of a Brazilian mother and an English father of Irish and Scottish ancentry .",Layla was born in London as the daughter of a Brazilian mother and an English father of Irish and Scottish Ancentry .,1
"The current team , headed by HE Sheikh Mohammed Bin Hamad Al Thani , is a group of Qatari officials and riders .","The Qatari team , headed by SE Sheikh Mohammed Bin Hamad Al Thani , is a group of current officials and riders .",0
"Kyle regards Connor as a separate entity and has conversations with him , while Stan and Cartman do not accept this idea at all .","Connor regards Connor as a separate entity and has talks with him , while Stan and Cartman do not accept this idea at all .",0
The movement is limited primarily to the two shoulder joints : the Scapulothoracic joint and the glenohumera joint .,The movement is primarily limited to the two shoulder joints : the glenohumeral joint and the scapulothoracic joint .,1
"She also had a supporting role in the film `` Dolores Perrigrew '' 1992 , when Bob Roberts .","She also had a side role in the film `` Bob Roberts '' , as Dolores Perrigrew in 1992 .",0
"He died on 24 August 1878 in Wyandotte ( now part of Kansas City ) , Kansas .","He died on August 24 , 1878 in Wyandotte ( now part of Kansas ) , Kansas City .",1
Dyson died on board a ship when he was travelling from Australia to England in 1939 and buried at sea .,Dyson died on board a ship when he was travelling from England to Australia in 1939 and buried at sea .,0
"September 2 : CF Michael Bourn and CF Drew Stubbs activated , C. Caleb Joseph , LHP Jayson Aquino and RHP Tyler Wilson by AAA Norfolk recalled .","September 2 : CF Caleb Joseph and CF Michael Bourn activated , C Tyler Wilson , LHP Drew Stubbs and RHP Jayson Aquino of AAA Norfolk recalled .",0
Kingston District Council is a locality located within the Limestone Coast in the South Australia region of Rosetown .,Rosetown is a locality of the Kingston District Council in the Limestone Coast region of South Australia .,0
"It is found in south-eastern Venezuela , where is known as jequitibá-branco or jequitibá-rosa , possibly Brazil , and possibly Colombia .","It is found in south-eastern Venezuela , where as Jequitibá - branco or jequitibá-rosa , possibly Brazil and possibly Colombia is known .",1
"The ground was home to the American Association , which played in 1890 in the players ' ; League and the Boston Reds .","The ground was home to the Boston Reds , that played in the Players ' League in 1890 and the American Association in 1891 .",0
"He has performed in South Africa about the great king of the Mzilikazi and founder of the Mthwakazi kingdom , Ndebele .","He has performed in South Africa saying praises about the Great King of the Ndebele and founder of the Mthwakazi Kingdom , Mzilikazi .",0
"While Formula 9 is the molar gas constant , Formula 10 is the temperature and Formula 11 is the ideal mass of atoms .","Where formula _ 9 is the molar gas constant , formula _ 10 is the temperature and formula _ 11 is the ideal mass of the atoms .",1
However the term Siyin is local and Sizang is official terminology .,"The term Siyin is official , however , and Sizang is local terminology",0
"Based on the city of Baltimore , never visited , mentioned only in the show .","Based on the city of Baltimore , only mentioned , has never visited in the show .",1
The festival witnessed a performance by musician Benny Prasad and a workshop by music director Shantanu Moitra of Parineeta and 3 Idiots fame .,The festival experienced a performance by musician Benny Prasad and a workshop by music director Shantanu Moitra of Parineeta and 3 idiots fame .,1
"On 13 October 2010 , the Atlanta Braves announced that Bobby Cox would replace the long-time Braves manager Fredi González as team manager in 2011 .","On October 13 , 2010 , the Atlanta Braves announced that Bobby Cox would replace long-time Braves manager Fredi González as manager of the team in 2011 .",1
"It is also home to the unregistered towns of Redwood Valley , Calpella , Potter Valley and Talmage .","It is also home to the unregistered towns of Potter Valley , Calpella , Redwood Valley and Talmage .",1
Borsalino are the sculptures by Moritz Waldemeyer for Flos designed Chapeau Lamp ( 2014 ) and the sculpture The Hatband ( 2016 ) by Philippe Starck .,The Chapeau Lamp ( 2014 ) designed by Philippe Starck for Flos and the sculpture The Hatband ( 2016 ) by Moritz Waldemeyer are both tributes to Borsalino .,0
"He died on 16 August 1850 in New City ( now Clarkstown ) , New York City .","He died in New City ( now Clarkstown ) , New York , August 16 , 1850 .",1
He was the second born son of Gil Aires and wife Leonor Rodrigues .,He was the second son of Gil Aires and born Leonor Rodrigues .,0
The route was widened into a divided highway between Indian River Inlet and the Dewey Beach the same year .,The route was extended in the same year into a divided highway between Dewey Beach and the Indian River Inlet .,1
"Bidelman William Pendry ( September 25 , 1918 - May 3 , 2011 ) , whose friends called him `` Billy '' , was an American astronomer .","William Pendry Bidelman ( ; September 25 , 1918 -- May 3 , 2011 ) whose friends called him `` Billy '' , was an American astronomer .",1
"Peter Evatt became an Olympic rower , who was 1953 national sculling champion and represented Australia in rowing at the 1956 Olympic Games in Melbourne .",Peter Evatt was an Olympic rower who became a national skulling champion in 1953 and represented Australia while rowing at the Melbourne Olympic Games in 1956 .,0
"However , Ambassador William Sullivan , and his successor , G. McMurtrie Godley , continued to oversee air strikes in Laos .","Ambassador G. McMurtrie Godley and his successor William Sullivan , however , continued to supervise the air strikes in Laos .",0
"It was released on February 19 , 2016 as the second single from their fourth studio album based on the zodiac `` Leo Rising '' via cheque booklet - records .","It was released on February 19th , 2016 as the fourth single from their second studio album based on the zodiac `` Leo Rising '' on Checkbook Records .",0
"A mass ceremony was held that night , and prayers were prayed until dawn .","A mass ceremony was conducted that night , and prayers were held until dawn .",1
The castle was converted twice : in the 15th century for the first time and in the 19th century after it had been partially destroyed .,"The castle was converted twice : in the 19th century for the first time and in the 15th century , after it had been partially destroyed .",0
"Prenatal hormones , especially glucocorticoids such as cortisol , are essential for Adrenal development of organs , particularly for the maturation of the lungs .","Prenatal hormones , particularly glucocorticoids such as cortisol , are indispensable for the development of the adrenal organs , especially for the maturation of the lungs .",1
"Twin Falls High School is a secondary public school in Twin Falls , Idaho , one of the two traditional high schools operated by the Twin Falls School District .","Twin Falls High School is a traditional high school in Twin Falls , Idaho , one of the two public secondary schools operated by the Twin Falls School District .",0
Dr. Carter worked in Africa for several months and remains in Kem 's AIDS clinic .,Dr. Carter worked for several months in Africa and remains at the AIDS clinic in Kem .,1
"The Fixer Uppers is a short film from 1935 with Laurel and Hardy , produced by Charles Rogers and directed by Hal Roach .","The Fixer Uppers is a 1935 short film starring Laurel and Hardy , produced by Charles Rogers and directed by Hal Roach .",1
"The locality was named after England , in Dovercourt , the native home of an early postmaster .","The locality was named after Dovercourt in England , the home of an early postmaster .",0
"When a solvent is shaken , two nonmixable liquids are extracted together .","When a solvent is extracted , two immiscible liquids are shaken together .",0
"Panthro is renamed in the German version in `` Pantro '' , in the French `` Pantor '' and in the Spanish `` Pantéro '' .","Panthro is renamed `` Pantro '' in the Spanish version , `` Pantor '' in the German version , and `` Pantéro '' in the French version .",0
"Sam has a much younger brother named Sam , who is not much older than the eldest son of Hank Bennett .",Sam has a much younger brother named Hank Bennett who is not much older than Sam 's eldest son .,0
The Bs were raised first in the 1805 season and the team was recorded sporadically until the 1832 season .,The Bs is first noted in the season of 1805 and the team was sporadically raised until the season in 1832 .,0
The small marine Blennioids Blenny ( `` Ecsenius australianus '' ) are Australian fish of the genus '' Ecsenius '' .,Australian Blenny ( `` Ecsenius australianus '' ) are small marine blennioid fish of the genus '' Ecsenius '' .,0
"It was managed by Leslie H. Martinson , written by George Kirgo and was originally broadcast on NBC on 5 April 1982 .","It was written by Leslie H. Martinson , addressed by George Kirgo and was originally broadcast on NBC on 5 April 1982 .",0
"The Sadrist movement left the Alliance before the December 2005 elections , which also brought the Iraqi National Congress firmly to the Alliance .","The Iraqi National Congress left the alliance prior to the December 2005 elections , which also brought the Sadrist Movement more firmly into the Alliance .",0
The school was founded in Australia and subsequently pioneered in 1903 in Ireland .,The school was founded in Australia and then pioneered in Ireland in 1903 .,1
"Winter has a dry climate , the hottest in October and November and most likely in April and May wet .","The Conservatory has a wet climate , the hottest in October and November and most likely to be dry in April and May .",0
The album was produced by Rafael Gayol and introduced with contributions by Billy Harvey and the Tosca String Quartet .,The album was produced by Billy Harvey and contributed by Rafael Gayol and the Tosca String Quartet .,0
"Miechucino is a non-operational PKP railway station in Pomeranian Voivodeship ( Miechucino ) , Poland .","Miechucino is a non-operational PKP railway station in the Pomeranian Voivodeship ( Miechucino ) , Poland .",1
"The co-founders and Co-Artistic Directors are Sean Derry and Jaysen Mercer , Alanna Romansky is Co - Founder and Managing Director .","The co-founders and Co - Artistic Directors are Sean Derry and Alanna Romansky , Jaysen Mercer is Co-Founder and Managing Director .",0
"On 28 April 2011 , the dispute between DSP Entertainment and the 3 members of Kara was officially announced as resolved .","On April 28 , 2011 , the dispute between DSP Entertainment and Kara 's 3 members was officially announced as resolved .",1
"It heard the cases in civil law , criminal law , and cases involving the conflict of jurisdiction between the military , police and civil courts .","It heard about cases in criminal law , civil law and cases involving the conflict of competences between the military , police and civil courts .",1
The game was mainly poorly received .,The game was mainly received poorly .,1
Jackson Township is located in the 12th Congressional District and is part of New Jersey 's 4th state legislative district .,Jackson Township is located in the 12th Congressional District and is part of the 4th State Legislative District in New Jersey .,1
Neelankarai is located on Old Mahabalipuram Road ( State Highway 49 ) and is parallel to the Thoraipakkam on OMR ( East Coast Road ) .,Neelankarai is located on the East Coast Road ( State Highway 49 ) and is parallel to Thoraipakkam on the OMR ( Old Mahabalipuram Road ) .,0
"Kiss Country plays a mix of modern and older country music , with greater emphasis on current artists .","Kiss Country plays a mixture of current and older country music , with the emphasis on modern artists more .",0
"Born in 1967 in Stockholm , Sweden , grew up in Madrid , Spain , in a trilingual ( English , Spanish and Swedish ) house .","Born in 1967 in Madrid , Spain , grew up in Stockholm , Sweden , in a trilingual ( English , Spanish and Swedish ) house .",0
"Dedham was named Maine after Dedham , Massachusetts .","Dedham , Massachusetts , was named after Dedham , Maine .",0
"In Käru , the politician and entrepreneur Juhan Kukk ( 1885 - 1942 ) and former Archbishop Kuno Pajula ( 1924 - 2012 ) were born .",Politician and entrepreneur Kuno Pajula ( 1885 -- 1942 ) and former Archbishop Juhan Kukk ( 1924 -- 2012 ) were born in Käru .,0
It was followed by MacPaint and a competitor to Silicon Beach Software SuperPaint .,It was MacPaint and followed a competitor to Silicon Beach Software 's SuperPaint .,0
"The Los Angeles to Salt Lake City , Utah trail was usually restricted by lack of water to winter .","The trail of Salt Lake City , Utah to Los Angeles was usually restricted by water shortages to the winter .",0
"The Mach number is used to evaluate whether the incompressibility can be accepted , otherwise the effects of compressibility must be included .","The Mach number is used to evaluate whether the incompressibility can be assumed , otherwise the effects of compressibility must be included .",1
"There have been a number of Advanced - Chess tournaments worldwide , defined by Centaur as freestyle chess tournaments ( Centaur = human player + computer ) .","There have been , worldwide , a number of Advanced Chess tournaments online , defined Freestyle Chess Tournaments by Centaur ( Centaur = human player + computer ) .",0
"Many people who admit to being frequent tanners say they tan to look good , feel good and relax .","Many people who admit to being frequent tanners say they tan to feel good , look good , and to relax .",1
Ingham County is a charter municipality of the Meridian Charter Township in the U.S. state of Michigan .,Meridian Charter Township is a charter township of Ingham County in the US state of Michigan .,0
"He died in Lyon on 23 July 1963 , and was buried in the Cemetery de la Chartreuse at Bordeaux .",He died in Lyon on 23 July 1963 and was buried at the Chartreuse cemetery in Bordeaux .,1
"Peter Snell easily won the final , but Odložil managed to get silver ahead of John Davies .","The final easily won John Davies , but Odložil managed to get silver before Peter Snell .",0
"It was named after Bennington , Vermont , a former home of the first settlers .","The first home of the former settlers was named after Bennington , Vermont .",0
Examples for use are in the type `` ShowS '' in the Prelude of Haskell and in the list of Donald Bruce Stewart 's difference lists .,"Examples of use are in the `` ShowS '' type in the Prelude of Haskell , and in Donald Bruce Stewart 's difference list library for Haskell .",1
Shōgun : The Musical is a musical with a book and texts by John Driver and music by Paul Chihara .,Shōgun : The Musical is a musical with a book and lyrics by Paul Chihara and music by John Driver .,0
"Throughout her relationship , the couple lived in Los Angeles , though Seymour spent more time in London and Los Angeles for their work .","During their relationship the pair lived in London and Los Angeles , though Seymour spent more time in Los Angeles for her work .",0
"Speakers included many pioneers of the interactive immersive media space , including David A. Smith , Graham Smith , Sara Diamond and the optical holography - artist Michael Page .","Speakers included many pioneers of the optical media space , including David A. Smith , Graham Smith , Sara Diamond , interactive immersive holography artist Michael Page .",0
The principal land use in Coorong National Park is conservation with the majority of the land being occupied by the Coorong and the Mud Islands Game Reserve .,"The main land use in the Coorong National Park is conservation , with the majority of the country occupied by Coorong and the Mud Islands Game Reserve .",1
It was made by Harry Piel and directed by Ariel production .,It was led by Harry Piel and made by Ariel Production .,0
"Auaxa cesadaria is a moth of the family Geometridae . It is found in Japan , China and Taiwan .","Auaxa cesadaria is a moth of the Geometridae family and is found in Japan , China and Taiwan .",1
